대분류코드,중분류코드,소분류코드,소분류명
74,03,19,주머니귀오징어
74,03,20,좀귀오징어
74,03,21,투구귀오징어
74,03,98,오징어(수입)
74,03,99,기타
74,04,01,대문어
74,04,02,백문어
74,04,03,참문어
74,04,04,피문어
74,04,05,왜문어
74,04,06,눈큰문어
74,04,07,모래문어
74,04,08,엔도문어
74,04,09,보라문어
74,04,98,문어(수입)
74,04,99,기타
74,05,01,화살오징어
74,05,98,화살오징어(수입)
74,05,99,기타
74,06,01,낙지
74,06,98,낙지(수입)
74,06,99,기타
74,07,01,쭈꾸미
74,07,98,주꾸미(수입)
74,07,99,기타
75,01,01,거북
75,01,02,장수거북
75,01,03,바다거북
75,01,98,거북(수입)
75,01,99,기타
75,02,01,개불
75,02,02,줄개불
75,02,98,개불(수입)
75,02,99,기타
75,03,01,갯지렁이
75,03,98,갯지렁이(수입)
75,03,99,기타
75,04,01,참고래
75,04,02,돌고래
75,04,03,밍크고래
75,04,04,브라이드고래
75,04,05,수염고래
75,04,06,쇠정어리고래
75,04,07,흰긴수염고래
75,04,08,긴수염고래
75,04,09,혹등고래
75,04,10,쇠고래
75,04,98,고래(수입)
75,04,99,기타
75,05,01,미더덕
75,05,02,오만등이
75,05,03,상칭미더덕
75,05,04,세줄미더덕
75,05,05,긴자루미더덕
75,05,06,두줄미더덕
75,05,07,주름미더덕
75,05,98,미더덕(수입)
75,05,99,기타
75,06,01,말똥성게
75,06,02,보라성게
75,06,03,북쪽말똥성게
75,06,04,분홍성게
75,06,05,성게알
75,06,98,성게(수입)
75,06,99,기타
75,07,01,우렁쉥이
75,07,98,우렁쉥이(수입)
75,07,99,기타
75,08,01,청해삼
75,08,02,흑해삼
75,08,03,홍해삼
75,08,98,해삼(수입)
75,08,99,기타
75,09,01,해파리
75,09,98,해파리(수입)
75,09,99,기타
76,01,01,참김
76,01,02,돌김
76,01,03,석태
76,01,04,청태
76,01,98,김(수입)
76,01,99,기타
76,02,00,
76,02,01,꼬시래기(일반)
76,02,98,꼬시래기(수입)
76,03,00,다시마
76,03,01,개다시마
76,03,02,참다시마
76,03,98,다시마(수입)
76,03,99,기타
76,04,01,개도박
76,04,02,참도박
76,04,98,도박(수입)
76,04,99,기타
76,05,01,말(일반)
76,05,02,실말
76,05,03,큰실말
76,05,98,말(수입)
76,06,00,모자반
76,06,01,모자반(일반)
76,06,02,톳
76,06,98,모자반(수입)
76,07,00,미역
76,07,01,미역(일반)
76,07,02,물미역
76,07,03,줄기미역
76,07,04,쇠미역
76,07,05,감태
76,07,06,돌미역
76,07,98,미역(수입)
76,07,99,기타
76,08,01,단박
76,08,02,석묵
76,08,98,비단풀(수입)
76,08,99,기타
76,09,00,우뭇가사리
76,09,01,참우뭇가사리
76,09,02,진두발
76,09,03,청각
76,09,04,톳
76,09,05,가는참우뭇가사리
76,09,98,우뭇가사리(수입)
76,09,99,기타
76,10,00,파래
76,10,01,갈파래
76,10,02,매생이
76,10,03,파래
76,10,04,홑파래
76,10,05,구멍갈파래
76,10,98,파래(수입)
76,10,99,기타
76,11,01,불등가사리
76,11,98,풀가사리(수입)
76,11,99,기타
76,12,01,갈래곰보
76,12,98,갈래곰보(수입)
76,12,99,기타
76,13,01,돌가사리
76,13,98,돌가사리(수입)
76,13,99,기타
76,14,01,볏붉은잎
76,14,98,볏붉은잎(수입)
76,14,99,기타
76,15,01,옥덩굴
76,15,98,옥덩굴(수입)
76,15,99,기타
76,16,01,부리붉은잎
76,16,98,부리붉은잎(수입)
76,16,99,기타
76,17,01,세모가사리
76,17,98,세모가사리(수입)
76,17,99,기타
76,18,01,카라기난
76,18,98,카라기난(수입)
76,18,99,기타
76,99,00,신선해조류기타
76,99,98,기타(수입)
76,99,99,기타
77,01,01,가물치
77,01,02,사두가물치
77,01,98,가물치(수입)
77,01,99,기타
77,02,01,누치
77,02,98,누치(수입)
77,02,99,기타
77,03,01,틸라피아
77,03,98,돔(수입)
77,03,99,기타
77,04,01,찬넬메기
77,04,02,메기
77,04,03,붕메기
77,04,04,미유기
77,04,98,메기(수입)
77,04,99,기타
77,05,01,기름종개
77,05,02,미꾸리
77,05,03,미호종개
77,05,04,북방종개
77,05,05,참종개
77,05,06,부안종개
77,05,07,왕종개
77,05,08,점줄종개
77,05,09,줄종개
77,05,10,새코미꾸리
77,05,11,수수미꾸리
77,05,12,쏠종개
77,05,13,종개
77,05,14,쌀미꾸리
77,05,98,미꾸라지(수입)
77,05,99,기타
77,06,01,동자개
77,06,02,종어
77,06,03,밀자개
77,06,04,대농갱이
77,06,05,꼬치동자개
77,06,06,눈동자개
77,06,98,동자개(수입)
77,06,99,기타
77,07,01,백련어
77,07,98,백련어(수입)
77,07,99,기타
77,08,01,뱀장어
77,08,02,칠성장어
77,08,03,무태장어
77,08,98,장어(수입)
77,08,99,기타
77,09,01,베스
77,09,98,베스(수입)
77,09,99,기타
77,10,01,부루길
77,10,98,부루길(수입)
77,10,99,기타
77,11,01,금붕어
77,11,02,떡붕어
77,11,03,참붕어
77,11,04,각시붕어
77,11,05,버들붕어
77,11,06,쌍지붕어
77,11,98,붕어(수입)
77,11,99,기타
77,12,01,은어
77,12,02,빙어
77,12,98,빙어(수입)
77,12,99,기타
77,13,01,산천어
77,13,98,산천어(수입)
77,13,99,기타
77,14,01,곱사송어
77,14,02,무지개송어
77,14,03,홍송어
77,14,98,송어(수입)
77,14,99,기타
77,15,01,황쏘가리
77,15,02,꺽지
77,15,03,꺽저기
77,15,98,쏘가리(수입)
77,15,99,기타
77,16,01,송사리
77,16,02,대륙송사리
77,16,98,송사리(수입)
77,16,99,기타
77,17,01,열목어
77,17,98,열목어(수입)
77,17,99,기타
77,18,01,드렁허리
77,18,98,드렁허리(수입)
77,18,99,기타
77,19,01,비단잉어
77,19,02,이스라엘잉어
77,19,03,미리갈잉어
77,19,04,미얀마잉어
77,19,05,카틀라잉어
77,19,06,garra잉어
77,19,07,모래무지
77,19,08,백연
77,19,09,알롱잉어
77,19,10,은잉어
77,19,98,잉어(수입)
77,19,99,기타
77,20,01,초어
77,20,98,초어(수입)
77,20,99,기타
77,21,01,피라미
77,21,98,피라미(수입)
77,21,99,기타
77,22,01,황어
77,22,98,황어(수입)
77,22,99,기타
77,23,01,구라미
77,23,98,구라미(수입)
77,23,99,기타
77,24,01,동사리
77,24,98,동사리(수입)
77,24,99,기타
77,25,01,등목어
77,25,98,등목어(수입)
77,25,99,기타
77,26,01,버들치
77,26,98,버들치(수입)
77,26,99,기타
77,27,01,한줄퓨실리아
77,27,98,한줄퓨실리아(수입)
77,27,99,기타
77,28,01,흑연
77,28,98,흑연(수입)
77,28,99,기타
78,01,01,민물가재
78,01,98,가재(수입)
78,01,99,기타
78,02,01,게
78,02,02,참게
78,02,98,게(수입)
78,02,99,기타
78,03,01,민물새우
78,03,02,징거미새우
78,03,03,새뱅이
78,03,98,새우(수입)
78,03,99,기타
78,04,01,왕우렁이
78,04,02,논우렁
78,04,98,우렁이(수입)
78,04,99,기타
78,05,03,대칭이조개
78,05,05,원반대칭이
78,05,98,조개(수입)
78,05,99,기타
78,06,01,황소개구리
78,06,02,기타식용개구리
78,06,98,개구리(수입)
78,06,99,기타
78,07,01,자라
78,07,02,남생이
78,07,98,자라(수입)
78,07,99,기타
78,08,01,순채
78,08,98,순채(수입)
78,08,99,기타
78,09,01,다슬기(일반)
78,09,02,참다슬기
78,09,03,염주다슬기
78,09,04,구슬다슬기
78,09,05,띠구슬다슬기
78,09,06,주름다슬기
78,09,07,곳체다슬기
78,09,08,주머니다슬기
78,09,09,좀주름다슬기
78,09,98,다슬기(수입)
78,09,99,기타
78,10,01,재첩(일반)
78,10,02,일본재첩
78,10,03,참재첩
78,10,04,엷은재첩
78,10,05,점박이재첩
78,10,98,재첩(수입)
78,10,99,기타
78,11,01,미끈가지
78,11,98,미끈가지(수입)
78,11,99,기타
81,01,01,청가시고기
81,01,02,큰가시고기
81,01,98,가시고기(수입)
81,01,99,기타
81,02,01,노랑가오리
81,02,02,눈가오리
81,02,03,목탁가오리
81,02,04,흰가오리
81,02,05,나비가오리
81,02,06,쥐가오리
81,02,98,가오리(수입)
81,02,99,기타
81,03,01,각시가자미
81,03,02,갈가자미
81,03,03,노랑가자미
81,03,04,도다리
81,03,05,돌가자미
81,03,06,물가자미
81,03,07,범가자미
81,03,08,점가자미
81,03,09,참가자미
81,03,10,홍가자미
81,03,11,기름가자미
81,03,12,까지가자미
81,03,13,넙치가자미
81,03,14,눈가자미
81,03,15,마설가자미
81,03,16,마소치가자미
81,03,17,말가자미
81,03,18,매듭가자미
81,03,19,문치가자미
81,03,20,별목탁가자미
81,03,21,소주목탁가자미
81,03,22,용가자미
81,03,23,장수기름가자미
81,03,24,주둥가자미
81,03,25,찰가자미
81,03,26,첨치가자미
81,03,27,층거리가자미
81,03,28,줄가자미
81,03,29,검정가자미
81,03,30,강도다리
81,03,98,가자미(수입)
81,03,99,기타
81,04,01,먹갈치
81,04,02,은갈치
81,04,03,동갈치
81,04,04,분장어
81,04,05,청자갈치
81,04,06,칠성갈치
81,04,98,갈치(수입)
81,04,99,기타
81,05,01,민강달이
81,05,02,황강달이
81,05,03,눈강달이
81,05,98,강달이(수입)
81,05,99,기타
81,06,01,망치고등어
81,06,02,몽치다래
81,06,03,점고등어
81,06,04,줄무늬고등어
81,06,05,갈고등어
81,06,06,재방어
81,06,98,고등어(수입)
81,06,99,기타
81,07,01,까나리
81,07,98,까나리(수입)
81,07,99,기타
81,08,01,꼬치고기
81,08,02,애꼬치
81,08,03,창꼬치
81,08,98,꼬치고기(수입)
81,08,99,기타
81,09,01,곤쟁이
81,09,98,곤쟁이(수입)
81,09,99,기타
81,10,01,곰치
81,10,98,곰치(수입)
81,10,99,기타
81,11,01,물메기
81,11,02,아가씨물메기
81,11,03,물미거지
81,11,98,꼼치(수입)
81,11,99,기타
81,12,01,꽁치
81,12,98,꽁치(수입)
81,12,99,기타
81,13,01,게르치
81,13,02,반딧불게르치
81,13,03,볼기우럭
81,13,04,눈볼대
81,13,05,투어바리
81,13,06,은눈퉁바리
81,13,07,눈퉁바리
81,13,08,돗돔
81,13,98,게르치(수입)
81,13,99,기타
81,14,01,날치
81,14,02,제비날치
81,14,03,새날치
81,14,04,매날치
81,14,05,상날치
81,14,06,황날치
81,14,98,날치(수입)
81,14,99,기타
81,15,01,넙치
81,15,02,터봇
81,15,03,별넙치
81,15,04,점넙치
81,15,05,왜넙치
81,15,06,풀넙치
81,15,98,넙치(수입)
81,15,99,기타
81,16,01,제비활치
81,16,98,활치(수입)
81,16,99,기타
81,17,01,쥐노래미
81,17,02,임연수어
81,17,03,줄노래미
81,17,04,단기임연수어
81,17,98,노래미(수입)
81,17,99,기타
81,18,01,용치놀래기
81,18,02,사당놀래기
81,18,03,사랑놀래기
81,18,04,꼬치놀래기
81,18,05,청줄청소놀래기
81,18,06,실놀래기
81,18,07,황놀래기
81,18,08,어렝놀래기
81,18,09,무지개놀래기
81,18,10,고생놀래기
81,18,11,비단놀래기
81,18,12,옥두놀래기
81,18,13,실용치
81,18,14,놀래기
81,18,15,호박돔
81,18,16,혹돔
81,18,98,놀래기(수입)
81,18,99,기타
81,19,01,농어
81,19,02,점농어
81,19,03,넙치농어
81,19,04,파나고니아이빨고기
81,19,98,농어(수입)
81,19,99,기타
81,20,01,눈볼대
81,20,98,눈볼대(수입)
81,20,99,기타
81,21,01,다금바리
81,21,02,붉바리
81,21,03,갈색둥근바리
81,21,04,능성어
81,21,05,대문바리
81,21,06,도도바리
81,21,07,무늬바리
81,21,08,통의바리
81,21,09,흉기흑점바리
81,21,10,투어바리
81,21,11,자바리
81,21,12,알락우럭
81,21,13,점줄우럭
81,21,14,구실우럭
81,21,15,별우럭
81,21,16,큰입우럭
81,21,17,꽃돔
81,21,18,황줄바리
81,21,19,홍바리
81,21,20,닻줄바리
81,21,21,우각바리
81,21,22,금강바리
81,21,23,날바리
81,21,24,육돈바리
81,21,25,아르헨티나바리류
81,21,26,육색줄바리
81,21,27,연붉돔
81,21,28,장미돔
81,21,29,각시돔
81,21,30,꽃자리
81,21,31,붉벤자리
81,21,32,종대우럭
81,21,33,가시우럭
81,21,34,단줄우럭
81,21,98,바리(수입)
81,21,99,기타
81,22,01,가다랑어
81,22,02,날개다랑어
81,22,03,눈다랑어
81,22,04,점다랑어
81,22,05,참다랑어
81,22,06,황다랑어
81,22,07,남방참다랑어
81,22,08,백다랑어
81,22,09,스리랑카다랑어
81,22,98,다랑어(수입)
81,22,99,기타
81,23,01,민달고기
81,23,02,블랙오레오도리
81,23,03,스므스오레오도리
81,23,04,오레오도리
81,23,05,퍼시픽도리
81,23,98,달고기(수입)
81,23,99,기타
81,24,01,민대구
81,24,02,빨간대구
81,24,03,검정대구
81,24,04,검정민대구
81,24,05,극지대구
81,24,06,남방대구
81,24,08,수염대구
81,24,09,은대구
81,24,10,은민대구
81,24,11,청대구
81,24,12,남부블루화이팅
81,24,13,케이프민대구
81,24,14,아르헨틴민대구
81,24,15,모오케
81,24,16,대구횟대
81,24,17,놀락민태
81,24,18,해덕대구
81,24,98,대구(수입)
81,24,99,기타
81,25,01,도루묵
81,25,98,도루묵(수입)
81,25,99,기타
81,26,01,뚝지
81,26,02,우릉성치
81,26,03,골린어
81,26,98,도치(수입)
81,26,99,기타
81,27,01,갈돔
81,27,02,참돔
81,27,03,감성돔
81,27,04,금눈돔
81,27,05,자리돔
81,27,06,돌돔
81,27,07,물릉돔
81,27,08,옥돔
81,27,09,흑돔
81,27,10,청돔
81,27,11,샛돔
81,27,12,붉돔
81,27,13,벵어돔
81,27,14,하스돔
81,27,15,강담돔
81,27,16,구갈돔
81,27,17,궁상퉁돔
81,27,18,꼬리돔
81,27,19,남방샛돔
81,27,20,남방물렁돔
81,27,21,남방은샛돔
81,27,22,남방청샛돔
81,27,23,네동가리
81,27,24,노랑띠자붉돔
81,27,25,녹줄돔
81,27,26,눈샛돔
81,27,27,뉴지부시돔
81,27,28,뉴지샛돔
81,27,29,독돔
81,27,30,동갈돔
81,27,31,동갈돗돔
81,27,32,동방실꼬리돔
81,27,33,등흑점옥두어
81,27,34,무늬퉁돔
81,27,35,백미돔
81,27,36,벤자리
81,27,37,부시돔
81,27,38,붉은갈돔
81,27,39,붉퉁돔
81,27,40,비늘돔
81,27,41,빛금눈돔
81,27,42,뿔돔
81,27,43,사자구돔
81,27,44,실꼬리돔
81,27,45,어름돔
81,27,46,얼게비늘돔
81,27,47,연어병치
81,27,48,옥두어
81,27,49,은샛돔
81,27,50,점돔
81,27,51,조니퉁돔
81,27,52,쥐돔
81,27,53,지브라타일돔
81,27,54,진홍퉁돔
81,27,55,퉁돔
81,27,56,파랑비늘돔
81,27,57,파랑제왕갈돔
81,27,58,홍치
81,27,59,황돔
81,27,60,황소눈동갈돔
81,27,61,황옥돔
81,27,62,황적퉁돔
81,27,63,흑점샛돔
81,27,64,꽃돔
81,27,65,남양금눈돔
81,27,66,남양물렁돔
81,27,67,와레후
81,27,68,노랑감성어
81,27,69,금색돔
81,27,70,기타 덴텍스돔
81,27,71,돌감성어
81,27,72,흰샛돔
81,27,73,큰눈돔
81,27,74,까치돔
81,27,75,줄갈돔
81,27,76,새눈치
81,27,77,실붉돔
81,27,78,두동갈얼게비늘
81,27,79,먹얼게비늘
81,27,80,먹테얼게비늘
81,27,81,민동갈돔
81,27,82,세줄얼게비늘
81,27,83,열동가리돔
81,27,84,줄도화돔
81,27,85,큰줄얼게비늘
81,27,86,병치돔
81,27,87,보라기름눈돔
81,27,88,둥글돔
81,27,89,홍옥치
81,27,90,황줄실꼬리돔
81,27,91,도화돔
81,27,92,무늬얼게돔
81,27,93,얼게돔
81,27,94,적투어
81,27,95,노랑자리돔
81,27,96,동갈자돔
81,27,97,연무자리돔
81,27,98,점자돔
81,27,99,기타
81,27,A0,줄자돔
81,27,A1,파랑돔
81,27,A2,파랑줄돔
81,27,A3,해포리고기
81,27,A4,흰동가리
81,27,A5,청줄돔
81,27,A6,동갈퉁돔
81,27,A7,물퉁돔
81,27,A8,세줄가는돔
81,27,A9,자붉돔
81,27,B0,점퉁돔
81,27,B1,황등어
81,27,B2,꼽새돔
81,27,B3,눈퉁군평선
81,27,B4,청황돔
81,27,B5,육동가리돔
81,27,B6,황줄돔
81,27,B7,군평선이
81,27,Z9,돔(수입)
81,28,01,도하망둑어
81,28,02,문절망둑어
81,28,03,짱뚱어
81,28,04,풀망둑어
81,28,05,꽃개소겡
81,28,06,왜풀망둑어
81,28,07,흰발망둑어
81,28,08,비늘흰발망둑어
81,28,09,점줄망둑어
81,28,10,줄망둑어
81,28,11,숨이망둑어
81,28,12,무늬망둑어
81,28,13,날망둑어
81,28,14,살망둑어
81,28,15,얼룩망둑어
81,28,16,쉬쉬망둑어
81,28,17,점망독
81,28,18,별망둑어
81,28,19,실망둑어
81,28,20,댕기망둑어
81,28,21,풀비늘망둑어
81,28,22,날개망둑어
81,28,23,사자코망둑어
81,28,24,비단망둑어
81,28,25,오셀망둑어
81,28,26,큰미끈망둑어
81,28,27,미끈망둑어
81,28,28,꼬마망둑어
81,28,29,모치망둑어
81,28,30,제주모치망둑어
81,28,31,흰동갈망둑어
81,28,32,애기망둑어
81,28,33,일곱동갈망둑어
81,28,34,금줄망둑어
81,28,35,다섯동갈망둑어
81,28,36,흰줄망둑어
81,28,37,갈문망둑어
81,28,38,남방짱뚱어
81,28,39,아작망둑어
81,28,40,민물검정망둑어
81,28,41,황줄망둑어
81,28,42,검정망둑어
81,28,43,두줄망둑어
81,28,44,수염문절
81,28,45,바닥문절
81,28,46,열동갈문절
81,28,47,사백어
81,28,48,밀어
81,28,49,개소겡
81,28,50,말뚝망둥어
81,28,51,꾹저구
81,28,52,왜꾹저구
81,28,53,빨갱이
81,28,98,망둑어(수입)
81,28,99,기타
81,29,01,히메치
81,29,98,홍메치(수입)
81,29,99,기타
81,30,01,날매퉁이
81,30,02,툼빌매퉁이
81,30,03,황매퉁이
81,30,04,긴촉수매퉁이
81,30,05,물천구
81,30,06,꽃동멸
81,30,98,매퉁이(수입)
81,30,99,기타
81,31,01,반지
81,31,02,싱어
81,31,03,웅어
81,31,04,청멸
81,31,05,곤어리
81,31,06,풀반댕이
81,31,07,북멸
81,31,98,멸치(수입)
81,31,99,기타
81,32,01,명태
81,32,02,연안명태
81,32,03,북양명태
81,32,04,북어황태
81,32,98,명태(수입)
81,32,99,기타
81,33,01,물치다래
81,33,98,물치다래(수입)
81,33,99,기타
81,34,01,황학치
81,34,98,학치 (수입)
81,34,99,기타
81,35,01,민어
81,35,02,가이석태속
81,35,03,강다리
81,35,04,긴가이석태
81,35,05,꼬리검정민태
81,35,06,꼬마민어
81,35,07,대두이석태
81,35,08,대서양꼬마민어
81,35,09,대안이석태
81,35,10,동갈민어
81,35,11,동등이석태
81,35,12,등갈민태
81,35,13,민태
81,35,14,붉은이석태
81,35,15,세네갈가이석태
81,35,16,영상가이석태
81,35,17,작은흑조기
81,35,18,점조기
81,35,19,파마이석태
81,35,20,황강달이
81,35,21,황금리브민어
81,35,22,흑조기
81,35,23,돌민어
81,35,24,대서양조기속
81,35,25,눈강달이
81,35,26,섬민어
81,35,27,큰민어
81,35,28,RED DREM
81,35,98,민어(수입)
81,35,99,기타
81,36,01,꼬리민태
81,36,02,새꼬리민태
81,36,03,파타고니민태
81,36,04,파타마니민태
81,36,05,줄비늘치
81,36,06,무줄비늘치
81,36,07,회초리꼬리민태
81,36,98,민태(수입)
81,36,99,기타
81,37,01,비막치어
81,37,02,기타 남극암치과
81,37,98,비막치어(수입)
81,37,99,기타
81,38,01,부시리
81,38,02,잿방어
81,38,98,방어(수입)
81,38,99,기타
81,39,01,덕대
81,39,02,병어
81,39,03,남방병어
81,39,98,병어(수입)
81,39,99,기타
81,40,01,뱅어
81,40,02,벚꽃뱅어
81,40,03,도화뱅어
81,40,04,실뱅어
81,40,05,젓뱅어
81,40,06,붕퉁뱅어
81,40,07,국수뱅어
81,40,98,뱅어(수입)
81,40,99,기타
81,41,01,청보리멸
81,41,98,보리멸(수입)
81,41,99,기타
81,42,01,검복
81,42,02,검자주복
81,42,03,까치복
81,42,04,매리복
81,42,05,밀복
81,42,06,신점복
81,42,07,자주복
81,42,08,졸복
81,42,09,흰점참복
81,42,10,황복
81,42,11,가시복
81,42,12,국매리복
81,42,13,까칠복
81,42,14,민밀복
81,42,15,복섬
81,42,16,불룩복
81,42,17,은띠복
81,42,18,은밀복
81,42,19,쥐복
81,42,20,황점복
81,42,21,흑밀복
81,42,22,흰점복
81,42,23,강담복
81,42,24,거북복
81,42,25,뿔복
81,42,26,육각복
81,42,27,꺼끌복
81,42,28,망복
81,42,29,바실복
81,42,30,별복
81,42,31,청복
81,42,32,황해흰점복
81,42,33,흑점꺼끌복
81,42,34,흰점꺼끌복
81,42,98,복어(수입)
81,42,99,기타
81,43,01,개볼락
81,43,02,붉은쏨뱅이
81,43,03,쏠배감펭
81,43,04,쏨뱅이
81,43,05,쑤기미
81,43,06,조피볼락
81,43,07,황볼락
81,43,08,검정볼락
81,43,09,장문볼락
81,43,10,먹볼락
81,43,11,한볼락
81,43,12,우럭볼락
81,43,13,한벌홍감펭
81,43,14,홍감펭
81,43,15,홍살치
81,43,16,양볼락
81,43,17,노랑볼락
81,43,18,놀락감펭
81,43,19,누루시볼락
81,43,20,눌치볼락
81,43,21,도화볼락
81,43,22,돌삼뱅이
81,43,23,띠볼락
81,43,24,말락볼락
81,43,25,말락쏠치
81,43,26,미역치
81,43,27,벌감펭
81,43,28,불볼락
81,43,29,붉감펭
81,43,30,살살치
81,43,31,세줄볼락
81,43,32,쑥감펭
81,43,33,점감펭
81,43,34,제주쏠치
81,43,35,좀볼락
81,43,36,쭈굴감펭
81,43,37,탁자볼락
81,43,38,퉁쏠치
81,43,39,황점볼락
81,43,40,황해볼락
81,43,41,흰꼬리볼락
81,43,98,볼락(수입)
81,43,99,기타
81,44,01,붉은메기
81,44,98,붉은메기(수입)
81,44,99,기타
81,45,01,흰베도라치
81,45,02,가막베도라치
81,45,03,비늘베도라치
81,45,04,저울베도라치
81,45,05,대강베도라치
81,45,06,앞동갈베도라치
81,45,07,골베도라치
81,45,08,청베도라치
81,45,09,두줄베도라치
81,45,10,점베도라치
81,45,11,오색베도라치
81,45,12,황줄베도라치
81,45,98,베도라치(수입)
81,45,99,기타
81,46,01,삼세기
81,46,02,까치횟대
81,46,03,날개횟대
81,46,98,삼세기(수입)
81,46,99,기타
81,47,01,꼬치삼치
81,47,02,동갈삼치
81,47,03,은삼치
81,47,04,줄삼치
81,47,05,홍삼치
81,47,06,평삼치
81,47,07,검정통삼치
81,47,98,삼치(수입)
81,47,99,기타
81,48,01,곱상어
81,48,02,괭이상어
81,48,03,두툽상어
81,48,04,수염상어
81,48,05,악상어
81,48,06,은상어
81,48,07,칠성상어
81,48,08,톱상어
81,48,09,가시줄상어
81,48,10,강남상어
81,48,11,개상어
81,48,12,귀상어
81,48,13,극지별상어
81,48,14,기름상어
81,48,15,꼬리기름상어
81,48,16,돌묵상어
81,48,17,두첨상어
81,48,18,모조리상어
81,48,19,미흑점상어
81,48,20,백상아리
81,48,21,별상어
81,48,22,비악상어
81,48,23,아구상어
81,48,24,진환도상어
81,48,25,참상어
81,48,26,청상아리
81,48,27,청새리상어
81,48,28,행락상어
81,48,29,흑기흉상어
81,48,30,까치상어
81,48,31,가래상어
81,48,32,점수구리
81,48,33,고래상어
81,48,34,삿징이상어
81,48,35,도돔발상어
81,48,36,돔발상어
81,48,37,복상어
81,48,38,불범상어
81,48,39,망상어
81,48,40,인상어
81,48,41,대빨판이
81,48,42,빨판상어
81,48,43,흰빨판이
81,48,44,얼룩상어
81,48,45,갈은상어
81,48,46,범수구리
81,48,47,전자리상어
81,48,48,톱상어
81,48,49,표범상어
81,48,50,환도상어
81,48,51,무태상어
81,48,52,뱀상어
81,48,53,펜두상어
81,48,54,흉상어
81,48,98,상어(수입)
81,48,99,기타
81,49,01,녹새치
81,49,02,돛새치
81,49,03,백새치
81,49,04,청새치
81,49,05,홍새치
81,49,06,황새치
81,49,07,흑새치
81,49,08,짧은부리청새치
81,49,09,짧은창새치
81,49,98,새치(수입)
81,49,99,기타
81,50,01,노랑각시서대
81,50,02,참서대
81,50,03,개서대
81,50,04,솔레아종
81,50,05,용서대
81,50,06,홍서대
81,50,07,납서대
81,50,08,동서대
81,50,09,각시서대
81,50,10,궁제기서대
81,50,11,물서대
81,50,12,칠서대
81,50,13,박대
81,50,14,흑대기
81,50,15,보섭서대
81,50,98,서대(수입)
81,50,99,기타
81,51,01,달강어
81,51,02,밑성대
81,51,03,쌍뿔성대
81,51,04,남방성대
81,51,05,쌍뿔달재
81,51,06,꼬마달재
81,51,07,가시달강어
81,51,08,황성대
81,51,09,별성대
81,51,10,쭉지성대
81,51,11,별쭉지성대
81,51,98,성대(수입)
81,51,99,기타
81,52,01,감숭어
81,52,02,게숭어
81,52,03,등줄숭어
81,52,04,참숭어
81,52,05,파라다이스숭어
81,52,06,가숭어
81,52,07,날가지숭어
81,52,08,풀날가지
81,52,98,숭어(수입)
81,52,99,기타
81,53,01,황아귀
81,53,98,아귀(수입)
81,53,99,기타
81,54,01,양미리
81,54,98,양미리(수입)
81,54,99,기타
81,55,01,양태
81,55,02,까지양태
81,55,03,점양태
81,55,04,비늘양태
81,55,05,봉오리양태
81,55,06,바늘양태
81,55,07,큰눈양태
81,55,08,가시양태
81,55,09,빨간양태
81,55,10,눈양태
81,55,11,꽁지양태
81,55,12,민양태
81,55,13,도화양태
81,55,14,날돛양태
81,55,15,춤양태
81,55,16,참돛양태
81,55,17,흰점양태
81,55,18,돛양태
81,55,19,강주걱양태
81,55,20,꽃돛양태
81,55,21,참주걱양태
81,55,22,실양태
81,55,98,양태(장대)(수입)
81,55,99,기타
81,56,01,연어
81,56,02,곱사연어
81,56,03,홍연어
81,56,04,시마연어
81,56,05,은연어
81,56,06,왕연어
81,56,98,연어(수입)
81,56,99,기타
81,57,01,풀미역치
81,57,98,풀미역치(수입)
81,57,99,기타
81,58,01,장갱이
81,58,02,괴도라치
81,58,03,얼룩가시치
81,58,04,벼슬베도라치
81,58,05,얼룩괴도라치
81,58,06,송곳니베도라치
81,58,07,왜도라치
81,58,08,그물베도라치
81,58,09,황점베도라치
81,58,10,세줄베도라치
81,58,11,가시베도라치
81,58,12,장어베도라치
81,58,13,참육점날개
81,58,14,육점날개
81,58,15,큰줄베도라치
81,58,16,실베도라치
81,58,17,민베도라치
81,58,18,우베도라치
81,58,98,장갱이(수입)
81,58,99,기타
81,59,01,갯장어
81,59,02,먹장어
81,59,03,묵꾀장어
81,59,04,붕장어
81,59,05,날붕장어
81,59,06,가시걸장어
81,59,07,남방걸장어
81,59,08,대서양먹장어
81,59,09,은붕장어
81,59,10,은장어
81,59,11,타이어트랙일
81,59,12,태평양먹장어
81,59,13,먹붕장어
81,59,14,물붕장어
81,59,15,꾀붕장어
81,59,16,흰붕장어
81,59,17,검붕장어
81,59,18,테붕장어
81,59,19,애붕장어
81,59,20,칠성말배꼽
81,59,21,다묵장어
81,59,22,무태장어
81,59,23,걸장어
81,59,98,장어(수입)
81,59,99,기타
81,60,01,적어
81,60,98,적어(수입)
81,60,99,기타
81,61,01,전기가오리
81,61,98,전기가오리(수입)
81,61,99,기타
81,62,01,갈전갱이
81,62,02,민전갱이
81,62,03,가라지
81,62,04,긴가라지
81,62,05,줄전갱이
81,62,06,흑점갈전갱이
81,62,07,흑점줄전갱이
81,62,08,케이프전갱이
81,62,09,쿠논전갱이
81,62,10,동갈방어
81,62,11,참치방어
81,62,12,실전갱이
81,62,13,청전갱이
81,62,14,유전갱이
81,62,15,술전갱이
81,62,16,홍기가라지
